ad_id,reporting_start,reporting_end,campaign_id,fb_campaign_id,age,gender,interest1,interest2,interest3,impressions,clicks,spent,total_conversion,approved_conversion,CTR,CPC,ROI
709328,18/08/2017,18/08/2017,916.0,104013.0,35-39,M,16,19,18,3332,0,0.0,1,1,0.0,0.0,0.0
709455,18/08/2017,18/08/2017,916.0,104034.0,35-39,M,7,12,10,559,0,0.0,1,0,0.0,0.0,0.0
709544,18/08/2017,18/08/2017,916.0,104049.0,35-39,M,29,33,32,7440,2,2.980000019,1,1,0.026881720430107527,1.4900000095,33.557046765911444
709614,19/08/2017,19/08/2017,916.0,104061.0,40-44,M,16,19,20,19113,4,5.5200001,1,0,0.020928164076806362,1.380000025,0.0
709756,19/08/2017,19/08/2017,916.0,104085.0,40-44,M,16,21,21,10976,2,1.690000057,1,1,0.018221574344023325,0.8450000285,59.17159563740772
709761,18/08/2017,18/08/2017,916.0,104085.0,40-44,M,16,19,20,2861,0,0.0,1,0,0.0,0.0,0.0
709899,18/08/2017,18/08/2017,916.0,104108.0,40-44,M,15,18,20,1398,0,0.0,1,1,0.0,0.0,0.0
709901,18/08/2017,18/08/2017,916.0,104109.0,40-44,M,16,18,20,23817,7,8.470000148,1,1,0.02939077129781249,1.2100000211428572,11.80637523644114
710045,17/08/2017,17/08/2017,916.0,104133.0,45-49,M,16,22,17,47224,12,15.82000017,1,0,0.025410808063696423,1.3183333475,0.0
710088,17/08/2017,17/08/2017,916.0,104140.0,45-49,M,24,26,27,2283,1,1.470000029,1,0,0.043802014892685065,1.470000029,0.0
710360,17/08/2017,17/08/2017,916.0,104185.0,45-49,M,21,26,24,2182,1,1.529999971,1,1,0.045829514207149404,1.529999971,65.35947836302279
710477,17/08/2017,17/08/2017,916.0,104205.0,30-34,F,16,19,19,2654,0,0.0,1,1,0.0,0.0,0.0
710480,17/08/2017,17/08/2017,916.0,104205.0,30-34,F,16,21,20,57665,14,18.06999969,1,1,0.024278158328275384,1.2907142635714286,5.534034405951891
710571,18/08/2017,18/08/2017,916.0,104220.0,30-34,F,32,37,38,3091,1,1.610000014,1,1,0.03235198964736331,1.610000014,62.111800702133415
710617,18/08/2017,18/08/2017,916.0,104228.0,30-34,F,15,19,16,5014,1,1.190000057,1,0,0.01994415636218588,1.190000057,0.0
710623,18/08/2017,18/08/2017,916.0,104229.0,30-34,F,16,19,20,38726,7,9.220000267,1,0,0.018075711408356142,1.3171428952857143,0.0
710628,17/08/2017,17/08/2017,916.0,104230.0,30-34,F,18,24,22,1473,0,0.0,1,0,0.0,0.0,0.0
710682,29/08/2017,29/08/2017,916.0,104239.0,30-34,F,27,33,32,1186,0,0.0,1,0,0.0,0.0,0.0
710763,29/08/2017,29/08/2017,916.0,104252.0,30-34,F,15,19,17,5369,1,1.50999999,1,0,0.018625442354255912,1.50999999,0.0
710836,27/08/2017,27/08/2017,916.0,104265.0,30-34,F,29,33,31,22221,7,9.430000067,1,1,0.03150173259529274,1.3471428667142857,10.604453795281188
710867,26/08/2017,26/08/2017,916.0,104270.0,30-34,F,63,64,68,1185,0,0.0,1,0,0.0,0.0,0.0
710880,26/08/2017,26/08/2017,916.0,104272.0,30-34,F,65,70,68,13019,5,6.960000038,1,0,0.038405407481373374,1.3920000076,0.0
710961,27/08/2017,27/08/2017,916.0,104285.0,35-39,F,25,29,26,2508,1,1.220000029,1,0,0.03987240829346093,1.220000029,0.0
710968,27/08/2017,27/08/2017,916.0,104287.0,35-39,F,27,31,29,5864,2,2.799999952,1,1,0.034106412005457026,1.399999976,35.714286326530626
711217,27/08/2017,27/08/2017,916.0,104328.0,35-39,F,20,26,23,2783,1,1.600000024,1,0,0.035932446999640676,1.600000024,0.0
711623,27/08/2017,27/08/2017,916.0,104396.0,40-44,F,15,18,20,3812,1,1.129999995,2,1,0.026232948583420776,1.129999995,88.49557561281229
711764,27/08/2017,27/08/2017,916.0,104419.0,45-49,F,10,16,11,11199,4,5.730000019,1,1,0.035717474774533436,1.43250000475,17.452006922934007
711785,26/08/2017,26/08/2017,916.0,104423.0,45-49,F,19,25,23,292,0,0.0,1,0,0.0,0.0,0.0
711877,26/08/2017,26/08/2017,916.0,104438.0,45-49,F,63,67,65,17572,7,9.379999995,1,0,0.03983610289096289,1.3399999992857143,0.0
712052,25/08/2017,25/08/2017,916.0,104467.0,45-49,F,10,13,11,1448,0,0.0,1,1,0.0,0.0,0.0
734209,25/08/2017,25/08/2017,936.0,108654.0,30-34,M,10,16,14,1772,0,0.0,1,1,0.0,0.0,0.0
734210,25/08/2017,25/08/2017,936.0,108654.0,30-34,M,10,16,13,13329,4,5.629999995,1,1,0.030009753169780176,1.40749999875,17.761989358580806
734215,26/08/2017,26/08/2017,936.0,108655.0,30-34,M,15,19,17,13659,3,3.840000033,1,0,0.021963540522732264,1.280000011,0.0
734243,26/08/2017,26/08/2017,936.0,108660.0,30-34,M,21,23,24,739,0,0.0,1,1,0.0,0.0,0.0
734266,26/08/2017,26/08/2017,936.0,108664.0,30-34,M,25,30,27,605,0,0.0,1,0,0.0,0.0,0.0
734272,26/08/2017,26/08/2017,936.0,108665.0,30-34,M,26,32,29,1030,0,0.0,1,0,0.0,0.0,0.0
734290,26/08/2017,26/08/2017,936.0,108668.0,30-34,M,29,32,35,5374,1,1.039999962,4,0,0.018608113137327877,1.039999962,0.0
734313,26/08/2017,26/08/2017,936.0,108672.0,30-34,M,36,38,38,790,0,0.0,1,1,0.0,0.0,0.0
734314,27/08/2017,27/08/2017,936.0,108672.0,30-34,M,36,38,38,962,0,0.0,1,0,0.0,0.0,0.0
734352,27/08/2017,27/08/2017,936.0,108678.0,35-39,M,10,11,16,4423,1,1.460000038,1,1,0.022609088853719195,1.460000038,68.49314890223312
734361,29/08/2017,29/08/2017,936.0,108680.0,35-39,M,16,19,19,12382,2,2.839999914,1,1,0.016152479405588758,1.419999957,35.21126867189053
734381,29/08/2017,29/08/2017,936.0,108683.0,35-39,M,20,25,24,2938,1,1.350000024,1,1,0.03403675970047651,1.350000024,74.07407275720166
734399,28/08/2017,28/08/2017,936.0,108686.0,35-39,M,23,24,27,239,0,0.0,1,0,0.0,0.0,0.0
734418,29/08/2017,29/08/2017,936.0,108689.0,35-39,M,26,27,28,591,0,0.0,1,0,0.0,0.0,0.0
734421,29/08/2017,29/08/2017,936.0,108690.0,35-39,M,27,29,32,10332,4,5.75,1,0,0.03871467286101432,1.4375,0.0
734427,29/08/2017,29/08/2017,936.0,108691.0,35-39,M,28,29,31,8259,3,3.980000019,1,0,0.03632401017072285,1.326666673,0.0
734433,29/08/2017,29/08/2017,936.0,108692.0,35-39,M,29,35,31,12158,3,4.449999928,1,0,0.024675111037999672,1.4833333093333334,0.0
734582,29/08/2017,29/08/2017,936.0,108716.0,40-44,M,29,33,33,7709,2,1.320000052,2,0,0.02594370216629913,0.660000026,0.0
734605,28/08/2017,28/08/2017,936.0,108720.0,40-44,M,36,37,41,834,0,0.0,1,0,0.0,0.0,0.0
734660,28/08/2017,28/08/2017,936.0,108729.0,45-49,M,18,22,23,1299,0,0.0,2,0,0.0,0.0,0.0
734666,28/08/2017,28/08/2017,936.0,108730.0,45-49,M,19,24,20,371,0,0.0,1,0,0.0,0.0,0.0
734726,28/08/2017,28/08/2017,936.0,108740.0,45-49,M,29,30,35,10466,3,4.090000033,1,0,0.02866424613032677,1.3633333443333333,0.0
734737,27/08/2017,27/08/2017,936.0,108742.0,45-49,M,31,37,33,839,0,0.0,1,0,0.0,0.0,0.0
734785,28/08/2017,28/08/2017,936.0,108750.0,30-34,F,10,13,13,5576,1,1.529999971,1,1,0.01793400286944046,1.529999971,65.35947836302279
734794,28/08/2017,28/08/2017,936.0,108752.0,30-34,F,16,19,17,4010,0,0.0,1,0,0.0,0.0,0.0
734796,28/08/2017,28/08/2017,936.0,108752.0,30-34,F,16,22,17,39337,7,10.03000009,1,1,0.017794951318097465,1.4328571557142857,9.970089641345158
734800,28/08/2017,28/08/2017,936.0,108753.0,30-34,F,18,20,20,1635,0,0.0,1,0,0.0,0.0,0.0
734803,28/08/2017,28/08/2017,936.0,108753.0,30-34,F,18,19,21,1631,0,0.0,1,0,0.0,0.0,0.0
734852,28/08/2017,28/08/2017,936.0,108761.0,30-34,F,26,30,29,13479,3,4.25,1,0,0.022256843979523704,1.4166666666666667,0.0
734854,19/08/2017,19/08/2017,936.0,108762.0,30-34,F,27,33,32,57022,13,20.29000032,3,3,0.02279821823155975,1.5607692553846155,14.785608441035253
734856,19/08/2017,19/08/2017,936.0,108762.0,30-34,F,27,28,32,5453,1,1.389999986,1,1,0.018338529249954154,1.389999986,71.94244676776565
734866,20/08/2017,20/08/2017,936.0,108764.0,30-34,F,29,32,31,11803,3,4.440000057,1,0,0.02541726679657714,1.480000019,0.0
734881,20/08/2017,20/08/2017,936.0,108766.0,30-34,F,31,32,34,4259,1,1.570000052,1,1,0.023479690068091103,1.570000052,63.69426540630459
734901,20/08/2017,20/08/2017,936.0,108770.0,30-34,F,64,70,68,1554,0,0.0,1,0,0.0,0.0,0.0
734903,20/08/2017,20/08/2017,936.0,108770.0,30-34,F,64,69,67,5323,1,1.289999962,1,1,0.0187863986473793,1.289999962,77.51938212847793
734925,20/08/2017,20/08/2017,936.0,108774.0,35-39,F,10,11,12,5024,1,1.409999967,1,1,0.019904458598726117,1.409999967,70.92198747547914
734939,20/08/2017,20/08/2017,936.0,108776.0,35-39,F,16,19,22,104648,24,33.33000004,4,2,0.022934026450577173,1.3887500016666667,6.00060005280456
734968,20/08/2017,20/08/2017,936.0,108781.0,35-39,F,22,25,27,8504,3,3.340000093,1,1,0.03527751646284102,1.1133333643333334,29.940118926817046
734999,20/08/2017,20/08/2017,936.0,108786.0,35-39,F,27,32,32,20277,6,8.050000072,1,0,0.029590176061547565,1.3416666786666667,0.0
735014,19/08/2017,19/08/2017,936.0,108788.0,35-39,F,29,34,30,12403,4,5.210000038,1,1,0.032250262033379024,1.3025000095,19.193857825457464
735032,19/08/2017,19/08/2017,936.0,108791.0,35-39,F,32,33,34,498,0,0.0,1,1,0.0,0.0,0.0
735033,18/08/2017,18/08/2017,936.0,108792.0,35-39,F,36,40,40,652,0,0.0,0,0,0.0,0.0,0.0
735043,18/08/2017,18/08/2017,936.0,108793.0,35-39,F,63,65,69,1357,0,0.0,1,1,0.0,0.0,0.0
735048,18/08/2017,18/08/2017,936.0,108794.0,35-39,F,64,65,68,1393,0,0.0,1,0,0.0,0.0,0.0
735065,19/08/2017,19/08/2017,936.0,108797.0,40-44,F,7,10,12,648,0,0.0,1,0,0.0,0.0,0.0
735109,19/08/2017,19/08/2017,936.0,108804.0,40-44,F,21,26,25,708,0,0.0,1,1,0.0,0.0,0.0
735140,19/08/2017,19/08/2017,936.0,108809.0,40-44,F,26,27,31,6907,2,2.349999964,1,0,0.02895613146083683,1.174999982,0.0
735143,19/08/2017,19/08/2017,936.0,108810.0,40-44,F,27,28,30,39035,13,19.32999957,1,0,0.03330344562572051,1.4869230438461538,0.0
735151,19/08/2017,19/08/2017,936.0,108811.0,40-44,F,28,30,31,926,0,0.0,1,0,0.0,0.0,0.0
735184,19/08/2017,19/08/2017,936.0,108817.0,40-44,F,63,66,67,4412,1,1.450000048,1,0,0.022665457842248413,1.450000048,0.0
735189,21/08/2017,21/08/2017,936.0,108818.0,40-44,F,64,65,66,9965,3,4.050000072,1,0,0.030105368790767684,1.3500000239999999,0.0
735213,21/08/2017,21/08/2017,936.0,108822.0,45-49,F,10,16,11,73634,23,32.97999978,1,0,0.03123557052448597,1.4339130339130435,0.0
735220,18/08/2017,18/08/2017,936.0,108823.0,45-49,F,15,17,17,69708,20,31.28999949,1,0,0.02869111149365926,1.5644999745,0.0
735242,18/08/2017,18/08/2017,936.0,108826.0,45-49,F,19,25,21,530,0,0.0,1,0,0.0,0.0,0.0
735247,18/08/2017,18/08/2017,936.0,108827.0,45-49,F,20,24,25,14257,6,8.789999962,1,0,0.04208459002595216,1.4649999936666667,0.0
735289,18/08/2017,18/08/2017,936.0,108834.0,45-49,F,27,30,30,20362,5,9.119999886,1,1,0.02455554464198016,1.8239999772000002,10.96491241776316
735290,18/08/2017,18/08/2017,936.0,108834.0,45-49,F,27,29,33,12215,4,6.26000011,1,0,0.03274662300450266,1.5650000275,0.0
735298,18/08/2017,18/08/2017,936.0,108836.0,45-49,F,29,31,32,85412,28,38.63999999,2,1,0.03278227883669742,1.3799999996428571,2.587991719096271
736869,18/08/2017,18/08/2017,936.0,109448.0,30-34,M,2,6,8,2338,1,0.239999995,1,0,0.0427715996578272,0.239999995,0.0
736890,18/08/2017,18/08/2017,936.0,109451.0,30-34,M,15,16,20,2522,0,0.0,1,0,0.0,0.0,0.0
736893,18/08/2017,18/08/2017,936.0,109452.0,30-34,M,16,17,17,3587,0,0.0,1,0,0.0,0.0,0.0
736977,18/08/2017,18/08/2017,936.0,109470.0,30-34,M,27,30,28,1273,0,0.0,1,0,0.0,0.0,0.0
736988,21/08/2017,21/08/2017,936.0,109472.0,30-34,M,28,29,29,3891,1,1.090000033,1,0,0.02570033410434336,1.090000033,0.0
736995,21/08/2017,21/08/2017,936.0,109473.0,30-34,M,29,34,34,1888,0,0.0,1,0,0.0,0.0,0.0
736997,21/08/2017,21/08/2017,936.0,109473.0,30-34,M,29,32,33,1895,0,0.0,1,0,0.0,0.0,0.0
737097,21/08/2017,21/08/2017,936.0,109498.0,35-39,M,7,10,11,715,0,0.0,1,0,0.0,0.0,0.0
737130,21/08/2017,21/08/2017,936.0,109507.0,35-39,M,16,19,18,11199,2,2.680000067,1,0,0.017858737387266718,1.3400000335,0.0
737320,18/08/2017,18/08/2017,936.0,109553.0,35-39,M,63,64,66,5676,2,3.00999999,1,0,0.035236081747709654,1.504999995,0.0
737375,21/08/2017,21/08/2017,936.0,109565.0,40-44,M,10,11,11,1415,0,0.0,1,0,0.0,0.0,0.0
737524,21/08/2017,21/08/2017,936.0,109601.0,40-44,M,30,34,33,2148,1,1.580000043,1,1,0.04655493482309125,1.580000043,63.291137518026
737644,21/08/2017,21/08/2017,936.0,109629.0,45-49,M,16,22,17,45401,10,14.06000042,1,0,0.022025946565053633,1.406000042,0.0
737657,18/08/2017,18/08/2017,936.0,109633.0,45-49,M,18,23,20,7478,2,2.900000095,1,1,0.02674511901577962,1.4500000475,34.48275749108208
737658,18/08/2017,18/08/2017,936.0,109633.0,45-49,M,18,19,24,4919,1,1.590000033,1,0,0.020329335230737954,1.590000033,0.0
737674,20/08/2017,20/08/2017,936.0,109637.0,45-49,M,20,21,24,533,0,0.0,1,1,0.0,0.0,0.0
737766,20/08/2017,20/08/2017,936.0,109659.0,45-49,M,29,33,33,1447,0,0.0,1,1,0.0,0.0,0.0
737896,20/08/2017,20/08/2017,936.0,109689.0,30-34,F,16,21,22,17553,3,4.590000153,1,0,0.017091095539224065,1.530000051,0.0
737931,20/08/2017,20/08/2017,936.0,109698.0,30-34,F,20,26,24,3343,1,0.540000021,1,0,0.029913251570445706,0.540000021,0.0
737961,20/08/2017,20/08/2017,936.0,109706.0,30-34,F,23,29,28,523,0,0.0,1,0,0.0,0.0,0.0
737995,20/08/2017,20/08/2017,936.0,109714.0,30-34,F,26,27,31,1873,0,0.0,1,0,0.0,0.0,0.0
738006,20/08/2017,20/08/2017,936.0,109717.0,30-34,F,27,29,32,34740,7,13.41000009,1,1,0.020149683362118594,1.9157142985714286,7.4571215010334875
738067,20/08/2017,20/08/2017,936.0,109731.0,30-34,F,32,37,36,658,0,0.0,1,0,0.0,0.0,0.0
738098,20/08/2017,20/08/2017,936.0,109738.0,30-34,F,64,70,68,1539,0,0.0,1,0,0.0,0.0,0.0
738307,20/08/2017,20/08/2017,936.0,109788.0,35-39,F,31,36,36,3010,1,0.860000014,1,1,0.03322259136212625,0.860000014,116.2790678745268
738389,19/08/2017,19/08/2017,936.0,109808.0,40-44,F,10,16,12,27081,9,10.77000046,1,1,0.03323363243602526,1.1966667177777779,9.285050671204893
738408,19/08/2017,19/08/2017,936.0,109813.0,40-44,F,16,22,22,20233,4,5.590000153,3,0,0.019769683190826868,1.39750003825,0.0
738413,19/08/2017,19/08/2017,936.0,109813.0,40-44,F,16,17,19,147159,36,58.16000044,3,1,0.024463335575805763,1.6155555677777778,1.7193947600320891
738423,19/08/2017,19/08/2017,936.0,109816.0,40-44,F,18,20,24,21664,7,10.61999977,1,1,0.03231166912850812,1.5171428242857143,9.41619606080274
738436,19/08/2017,19/08/2017,936.0,109820.0,40-44,F,19,21,20,9112,4,5.460000038,1,1,0.043898156277436345,1.3650000095,18.315018187551154
738463,20/08/2017,20/08/2017,936.0,109826.0,40-44,F,21,23,24,542,0,0.0,1,0,0.0,0.0,0.0
738528,19/08/2017,19/08/2017,936.0,109839.0,40-44,F,30,34,33,402,0,0.0,1,1,0.0,0.0,0.0
738560,19/08/2017,19/08/2017,936.0,109844.0,40-44,F,64,70,66,1338,0,0.0,1,0,0.0,0.0,0.0
738582,19/08/2017,19/08/2017,936.0,109848.0,45-49,F,10,16,12,46150,15,20.17999983,1,1,0.03250270855904659,1.3453333219999999,4.955401429257594
738592,20/08/2017,20/08/2017,936.0,109850.0,45-49,F,16,22,20,493821,116,176.3799977,4,1,0.02349029304140569,1.520517221551724,0.5669577123483543
738593,20/08/2017,20/08/2017,936.0,109850.0,45-49,F,16,17,21,92011,27,34.39000046,2,1,0.029344317527252174,1.273703720740741,2.9078220023960997
738598,21/08/2017,21/08/2017,936.0,109851.0,45-49,F,18,23,24,12956,4,5.49000001,1,1,0.030873726458783574,1.3725000025,18.214936214544743
738606,21/08/2017,21/08/2017,936.0,109852.0,45-49,F,19,20,23,529,0,0.0,1,0,0.0,0.0,0.0
738637,21/08/2017,21/08/2017,936.0,109857.0,45-49,F,24,26,30,944,1,1.419999957,1,0,0.1059322033898305,1.419999957,0.0
738648,18/08/2017,18/08/2017,936.0,109859.0,45-49,F,26,30,27,111090,38,51.97000027,5,1,0.03420649923485462,1.3676315860526316,1.9241870209826728
747212,18/08/2017,18/08/2017,936.0,110836.0,30-34,M,10,16,14,7208,2,3.190000057,1,0,0.02774694783573807,1.5950000285,0.0
747213,18/08/2017,18/08/2017,936.0,110836.0,30-34,M,10,12,11,1746,0,0.0,1,0,0.0,0.0,0.0
747220,18/08/2017,18/08/2017,936.0,110837.0,30-34,M,15,17,16,2474,0,0.0,2,2,0.0,0.0,0.0
747222,18/08/2017,18/08/2017,936.0,110838.0,30-34,M,16,22,20,12489,2,1.960000038,1,0,0.016014092401313153,0.980000019,0.0
747223,18/08/2017,18/08/2017,936.0,110838.0,30-34,M,16,18,18,8032,1,0.600000024,2,0,0.01245019920318725,0.600000024,0.0
747248,21/08/2017,21/08/2017,936.0,110842.0,30-34,M,21,24,24,472,0,0.0,1,1,0.0,0.0,0.0
747332,21/08/2017,21/08/2017,936.0,110856.0,30-34,M,64,68,65,792,0,0.0,1,1,0.0,0.0,0.0
747362,21/08/2017,21/08/2017,936.0,110861.0,35-39,M,15,16,18,4607,1,1.149999976,1,1,0.021706099413935316,1.149999976,86.95652355387529
747369,21/08/2017,21/08/2017,936.0,110862.0,35-39,M,16,17,21,13355,2,3.180000067,1,1,0.014975664545114188,1.5900000335,31.446540217950254
747370,20/08/2017,20/08/2017,936.0,110862.0,35-39,M,16,17,19,2936,0,0.0,1,0,0.0,0.0,0.0
747401,21/08/2017,21/08/2017,936.0,110867.0,35-39,M,22,25,25,2793,1,0.980000019,1,1,0.03580379520229145,0.980000019,102.04081434818829
747435,21/08/2017,21/08/2017,936.0,110873.0,35-39,M,28,29,30,1032,0,0.0,1,0,0.0,0.0,0.0
747439,21/08/2017,21/08/2017,936.0,110874.0,35-39,M,29,35,33,1662,0,0.0,1,1,0.0,0.0,0.0
747489,21/08/2017,21/08/2017,936.0,110882.0,40-44,M,2,7,6,4016,2,1.480000049,1,1,0.049800796812749,0.7400000245,67.56756533053331
747514,21/08/2017,21/08/2017,936.0,110886.0,40-44,M,16,20,17,14843,3,2.939999938,1,1,0.02021154753082261,0.9799999793333334,34.013606159470605
747645,21/08/2017,21/08/2017,936.0,110908.0,45-49,M,10,14,13,9674,3,4.600000024,1,1,0.03101095720487906,1.5333333413333332,21.73913032136106
747659,25/08/2017,25/08/2017,936.0,110910.0,45-49,M,16,21,17,12186,2,2.669999957,1,0,0.016412276382734285,1.3349999785,0.0
747675,25/08/2017,25/08/2017,936.0,110913.0,45-49,M,20,22,21,673,0,0.0,1,0,0.0,0.0,0.0
747678,25/08/2017,25/08/2017,936.0,110914.0,45-49,M,21,27,23,370,0,0.0,1,1,0.0,0.0,0.0
747712,24/08/2017,24/08/2017,936.0,110919.0,45-49,M,26,30,29,450,0,0.0,1,1,0.0,0.0,0.0
747790,24/08/2017,24/08/2017,936.0,110932.0,30-34,F,10,12,14,2077,0,0.0,1,1,0.0,0.0,0.0
747791,25/08/2017,25/08/2017,936.0,110932.0,30-34,F,10,14,13,31393,8,10.96000051,1,1,0.025483388016436785,1.37000006375,9.124087166671126
747795,25/08/2017,25/08/2017,936.0,110933.0,30-34,F,15,21,18,8410,2,2.359999895,1,1,0.023781212841854936,1.1799999475,42.37288324116641
747798,25/08/2017,25/08/2017,936.0,110934.0,30-34,F,16,21,20,25884,5,7.350000143,1,0,0.019316952557564517,1.4700000286,0.0
747824,25/08/2017,25/08/2017,936.0,110938.0,30-34,F,21,24,23,608,0,0.0,1,1,0.0,0.0,0.0
747828,25/08/2017,25/08/2017,936.0,110939.0,30-34,F,22,24,24,28488,10,9.340000033,1,0,0.035102499297950014,0.9340000033000001,0.0
747852,24/08/2017,24/08/2017,936.0,110943.0,30-34,F,26,32,32,10126,3,4.619999886,1,0,0.02962670353545329,1.5399999619999998,0.0
747859,24/08/2017,24/08/2017,936.0,110944.0,30-34,F,27,32,33,22572,5,8.5,1,0,0.022151337940811627,1.7,0.0
747863,24/08/2017,24/08/2017,936.0,110944.0,30-34,F,27,30,33,1955,0,0.0,1,1,0.0,0.0,0.0
747879,24/08/2017,24/08/2017,936.0,110947.0,30-34,F,30,36,31,493,0,0.0,1,0,0.0,0.0,0.0
747903,24/08/2017,24/08/2017,936.0,110951.0,30-34,F,63,69,69,1491,0,0.0,1,1,0.0,0.0,0.0
747911,24/08/2017,24/08/2017,936.0,110952.0,30-34,F,64,66,66,1495,0,0.0,1,1,0.0,0.0,0.0
747968,24/08/2017,24/08/2017,936.0,110962.0,35-39,F,21,27,24,512,0,0.0,0,0,0.0,0.0,0.0
747991,24/08/2017,24/08/2017,936.0,110966.0,35-39,F,25,31,27,4868,2,2.420000076,1,0,0.041084634346754315,1.210000038,0.0
748000,24/08/2017,24/08/2017,936.0,110967.0,35-39,F,26,27,32,6585,2,2.950000048,1,0,0.030372057706909643,1.475000024,0.0
748007,24/08/2017,24/08/2017,936.0,110968.0,35-39,F,27,29,28,10164,2,3.720000029,1,1,0.01967729240456513,1.8600000145,26.88172022054573
748014,24/08/2017,24/08/2017,936.0,110970.0,35-39,F,29,31,35,11182,4,4.449999809,1,0,0.03577177606868181,1.11249995225,0.0
748045,25/08/2017,25/08/2017,936.0,110975.0,35-39,F,63,69,64,1238,0,0.0,1,0,0.0,0.0,0.0
748086,25/08/2017,25/08/2017,936.0,110982.0,40-44,F,16,19,18,34127,8,13.07000017,1,0,0.023441849561930433,1.63375002125,0.0
748087,26/08/2017,26/08/2017,936.0,110982.0,40-44,F,16,22,19,29466,7,10.84999967,2,0,0.02375619357904025,1.5499999528571429,0.0
748089,26/08/2017,26/08/2017,936.0,110982.0,40-44,F,16,18,21,38759,9,10.84999967,1,0,0.023220413323357156,1.205555518888889,0.0
748091,26/08/2017,26/08/2017,936.0,110982.0,40-44,F,16,17,19,41720,10,12.06000006,1,1,0.023969319271332692,1.206000006,8.291873922262651
748225,26/08/2017,26/08/2017,936.0,111005.0,45-49,F,15,16,17,18602,5,8.860000134,1,0,0.026878830233308247,1.7720000268,0.0
748230,26/08/2017,26/08/2017,936.0,111006.0,45-49,F,16,17,20,83929,21,27.72999954,4,1,0.025021148828176194,1.3204761685714286,3.606202728411585
748231,27/08/2017,27/08/2017,936.0,111006.0,45-49,F,16,18,21,25194,6,7.349999905,1,0,0.023815194093831864,1.2249999841666666,0.0
